station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal,route
40510,Garfield-South Elevated,1/1/2025,721,508.5,363,"19,710",Green
41140,King Drive,1/1/2025,317.4,212,190.2,"8,782",Green
40720,East 63rd-Cottage Grove,1/1/2025,641.1,470.3,354.6,"17,759",Green
40940,Halsted/63rd,1/1/2025,360.8,241.5,171.6,"9,762",Green
40290,Ashland/63rd,1/1/2025,691.5,462,404.8,"19,086",Green
41290,Kimball,1/1/2025,"2,326.60","1,749.50","1,279.60","64,581",Brown
41180,Kedzie-Brown,1/1/2025,"1,123",925.3,642.6,"31,619",Brown
40870,Francisco,1/1/2025,815.9,518.3,325.6,"21,651",Brown
41010,Rockwell,1/1/2025,872.8,562.8,332,"23,112",Brown
41480,Western-Brown,1/1/2025,"1,806","1,424.80",894.8,"49,904",Brown
40090,Damen-Brown,1/1/2025,"1,398.50",897,562,"37,165",Brown
41500,Montrose-Brown,1/1/2025,"1,233.50",867,569.2,"33,452",Brown
41460,Irving Park-Brown,1/1/2025,"1,522.10",927.3,579,"40,090",Brown
41440,Addison-Brown,1/1/2025,"1,168",692.3,465.6,"30,794",Brown
41310,Paulina,1/1/2025,"1,507.70","1,064.30",648.2,"40,668",Brown
40360,Southport,1/1/2025,"1,863.60","1,752.30","1,012.20","53,069",Brown
41210,Wellington,1/1/2025,"1,756.40",972.3,587.6,"45,467",Brown
40530,Diversey,1/1/2025,"2,920.10","1,831","1,126.40","77,198",Brown
40660,Armitage,1/1/2025,"2,520.30","1,711.80",980.4,"67,195",Brown
40800,Sedgwick,1/1/2025,"2,205.60","1,475.50",943.2,"59,142",Brown
40710,Chicago/Franklin,1/1/2025,"3,553.50","2,070","1,316.80","93,041",Brown
40460,Merchandise Mart,1/1/2025,"3,843.50","1,350.80",798.8,"93,955","Brown, Purple"
40930,Midway Airport,1/1/2025,"4,082.10","2,174.50","1,676.80","106,888",Orange
40960,Pulaski-Orange,1/1/2025,"2,750.50","1,171.30",865,"69,522",Orange
41150,Kedzie-Midway,1/1/2025,"1,894.40","1,038.30",730.6,"49,483",Orange
40310,Western-Orange,1/1/2025,"2,105","1,116",786.8,"54,707",Orange
40120,35th/Archer,1/1/2025,"1,497.60",783.5,544.6,"38,804",Orange
41060,Ashland-Orange,1/1/2025,"1,005.80",590.5,419,"26,585",Orange
41130,Halsted-Orange,1/1/2025,"1,435.40",738.5,519.4,"37,129",Orange
40730,Washington/Wells,1/1/2025,"4,595.90",723.8,509.8,"106,554",Orange
40040,Quincy/Wells,1/1/2025,"4,693","1,065.80",755.6,"111,288",Orange
40160,LaSalle/Van Buren,1/1/2025,"1,731.90",405,258.6,"41,014",Orange
40850,Library,1/1/2025,"1,976.90","1,056.30",716.8,"51,301","Orange, Brown, Pink, Purple"
40680,Adams/Wabash,1/1/2025,"3,949.30","1,932.80","1,201.80","100,625",Orange
41700,Washington/Wabash,1/1/2025,"4,858.80","3,344.80","2,171.40","131,129","Orange, Brown, Purple, Pink"
40260,State/Lake,1/1/2025,"6,300","4,686.80","3,210","173,398",Orange
40380,Clark/Lake,1/1/2025,"8,652","3,901.50","2,977.40","220,836","Orange, Blue, Brown, Green, Purple, Pink"
40900,Howard,2/1/2025,"2,934.40","2,159","1,703.80","74,138","Red, Purple, Yellow"
41190,Jarvis,2/1/2025,884.3,634.3,576.5,"22,529",Red
40100,Morse,2/1/2025,"2,341","1,773","1,410.80","59,555",Red
41300,Loyola,2/1/2025,"3,158.90","2,531.80","1,878.30","80,818",Red
40760,Granville,2/1/2025,"2,128","1,873.30","1,336.50","55,399",Red
40880,Thorndale,2/1/2025,"1,665.30","1,144.30",927.8,"41,593",Red
41380,Bryn Mawr,2/1/2025,"1,447.70","1,069.30",794,"36,407",Red
40340,Berwyn,2/1/2025,0,0,0,0,Red
41200,Argyle,2/1/2025,"2,417.60","2,272","1,566.30","63,704",Red
40770,Lawrence,2/1/2025,0,0,0,0,Red
40540,Wilson,2/1/2025,"5,015.50","3,594","2,711.50","125,531","Red, Purple"
40080,Sheridan,2/1/2025,"2,258.70","1,728.50","1,291.30","57,252",Red
41420,Addison-North Main,2/1/2025,"3,270.10","2,721","2,117","84,753",Red
41320,Belmont-North Main,2/1/2025,"6,163.80","5,411.80","4,041","161,086","Red, Purple, Brown"
41220,Fullerton,2/1/2025,"8,352.40","5,206","3,898.80","203,467","Red, Purple, Brown"
40650,North/Clybourn,2/1/2025,"2,740.50","2,605.30","1,934.30","72,968",Red
40630,Clark/Division,2/1/2025,"4,237.80","3,599.80","2,683","109,887",Red
41450,Chicago/State,2/1/2025,"6,221.40","4,990.50","3,772.50","159,479",Red
40330,Grand/State,2/1/2025,"4,163.90","4,998.30","3,805.50","118,492",Red
41660,Lake/State,2/1/2025,"8,509.70","6,272.50","4,498","213,276",Red
41090,Monroe/State,2/1/2025,"3,480.70","1,887.80","1,320.80","82,448",Red
40560,Jackson/State,2/1/2025,"4,092.50","1,779.30","1,321.80","94,253",Red
41490,Harrison,2/1/2025,"2,063.20","1,768.50","1,336.50","53,684",Red
41400,Roosevelt,2/1/2025,"5,727.80","4,668.50","3,610.50","147,671","Red, Orange, Green"
41000,Cermak-Chinatown,2/1/2025,"2,813.60","4,317.80","4,303.50","90,756",Red
40190,Sox-35th-Dan Ryan,2/1/2025,"2,192.20","1,358","1,113.50","53,730",Red
41230,47th-Dan Ryan,2/1/2025,"1,686.30","1,233",973.5,"42,552",Red
41170,Garfield-Dan Ryan,2/1/2025,"1,973.70","1,483.50","1,075.50","49,709",Red
40910,63rd-Dan Ryan,2/1/2025,"1,591.50","1,092.30",941.8,"39,966",Red
40990,69th,2/1/2025,"2,432.70","1,821.80","1,425.30","61,642",Red
40240,79th,2/1/2025,"3,578.20","2,637.50","2,213.80","90,968",Red
41430,87th,2/1/2025,"1,971.80","1,398.50","1,169.30","49,707",Red
40450,95th/Dan Ryan,2/1/2025,"5,316.40","3,427.50","2,779","131,154",Red
41050,Linden,2/1/2025,394,176,149.5,"9,182",Purple
41250,Central-Evanston,2/1/2025,397.4,213.5,197.5,"9,592",Purple
40400,Noyes,2/1/2025,516.7,377.8,239,"12,801",Purple
40520,Foster,2/1/2025,363.7,338.3,234.3,"9,564",Purple
40050,Davis,2/1/2025,"1,624","1,238.50",927.8,"41,145",Purple
40690,Dempster,2/1/2025,407.7,386.3,315.3,"10,960",Purple
40270,Main,2/1/2025,583.5,439,312.8,"14,677",Purple
40840,South Boulevard,2/1/2025,352.6,190.5,171.5,"8,499",Purple
40140,Dempster-Skokie,2/1/2025,659.5,338.5,248.8,"15,538",Yellow
41680,Oakton-Skokie,2/1/2025,419.1,180.5,141.8,"9,671",Yellow
40890,O'Hare Airport,2/1/2025,"6,572.10","5,611.80","5,999.80","177,887",Blue
40820,Rosemont,2/1/2025,"3,142.70","2,041.50","1,597.80","77,411",Blue
40230,Cumberland,2/1/2025,"1,820.20",905.3,661.8,"42,671",Blue
40750,Harlem-O'Hare,2/1/2025,"1,413",652.3,495.3,"32,849",Blue
41280,Jefferson Park,2/1/2025,"4,020.10","2,442.30","1,907.50","97,801",Blue
41330,Montrose-O'Hare,2/1/2025,"1,480.90",803.5,624.5,"35,330",Blue
40550,Irving Park-O'Hare,2/1/2025,"2,342.80","1,367.80","1,102.80","56,738",Blue
41240,Addison-O'Hare,2/1/2025,"1,595",797.3,596.5,"37,475",Blue
40060,Belmont-O'Hare,2/1/2025,"3,138","1,829","1,421.30","75,761",Blue
41020,Logan Square,2/1/2025,"3,964.30","2,642","1,929.30","97,570",Blue
40570,California/Milwaukee,2/1/2025,"2,910.40","1,975","1,430","71,828",Blue
40670,Western/Milwaukee,2/1/2025,"2,978.90","1,838.30","1,405.30","72,552",Blue
40590,Damen/Milwaukee,2/1/2025,"3,314","2,925.30","2,040.50","86,142",Blue
40320,Division/Milwaukee,2/1/2025,"3,456.10","2,292","1,654.50","84,908",Blue
41410,Chicago/Milwaukee,2/1/2025,"2,366.30","1,502","1,123","57,826",Blue
40490,Grand/Milwaukee,2/1/2025,"1,881.40","1,390.30","1,113.50","47,643",Blue
40370,Washington/Dearborn,2/1/2025,"6,313.50","3,564","2,757.50","151,556",Blue
40790,Monroe/Dearborn,2/1/2025,"3,579.10","1,059.30",849,"79,215",Blue
40070,Jackson/Dearborn,2/1/2025,"3,585.30","1,651.30","1,237.50","83,261",Blue
41340,LaSalle,2/1/2025,"1,736.70",768.8,574.8,"40,107",Blue
40430,Clinton-Forest Park,2/1/2025,"1,912.60",797.3,713.5,"44,295",Blue
40350,UIC-Halsted,2/1/2025,"4,388.60","1,359.30",964,"97,064",Blue
40470,Racine,2/1/2025,716.9,274.3,203.8,"16,250",Blue
40810,Medical Center,2/1/2025,"1,277.80",577.8,421,"29,550",Blue
40220,Western-Forest Park,2/1/2025,528.2,355.5,284.5,"13,124",Blue
40250,Kedzie-Homan-Forest Park,2/1/2025,825.6,525,442.5,"20,381",Blue
40920,Pulaski-Forest Park,2/1/2025,576.4,411.8,365.5,"14,636",Blue
40970,Cicero-Forest Park,2/1/2025,515.1,318.8,244.5,"12,555",Blue
40010,Austin-Forest Park,2/1/2025,624.1,265.3,215.8,"14,406",Blue
40180,Oak Park-Forest Park,2/1/2025,555.7,192,171.3,"12,566",Blue
40980,Harlem-Forest Park,2/1/2025,335.9,181.8,136.8,"7,992",Blue
40390,Forest Park,2/1/2025,"1,083.50",540.5,446.3,"25,617",Blue
41030,Polk,2/1/2025,"2,260.90",555.5,409.3,"49,076",Pink
40830,18th,2/1/2025,"1,158.60",893.5,665.3,"29,407",Pink
40210,Damen-Cermak,2/1/2025,"1,077.60",644.3,508.8,"26,163",Pink
40740,Western-Cermak,2/1/2025,766.7,529.3,396.3,"19,035",Pink
40440,California-Cermak,2/1/2025,939.3,571,431,"22,794",Pink
41040,Kedzie-Cermak,2/1/2025,712.5,460.3,361,"17,534",Pink
40780,Central Park,2/1/2025,703.1,436,330,"17,125",Pink
40150,Pulaski-Cermak,2/1/2025,669,456.3,369,"16,680",Pink
40600,Kostner,2/1/2025,288.8,172.8,122.8,"6,957",Pink
40420,Cicero-Cermak,2/1/2025,729.1,553.5,395.8,"18,378",Pink
40580,54th/Cermak,2/1/2025,"1,445.90",755.3,568.3,"34,211",Pink
40020,Harlem-Lake,2/1/2025,"1,984.80","1,325.80",996,"48,983",Green
41350,Oak Park-Lake,2/1/2025,748,424.5,311.3,"17,903",Green
40610,Ridgeland,2/1/2025,673.7,274,194.5,"15,348",Green
41260,Austin-Lake,2/1/2025,917.1,519,410.3,"22,059",Green
40280,Central-Lake,2/1/2025,"1,149.70",770,573.5,"28,367",Green
40700,Laramie,2/1/2025,615,374.3,304.3,"15,014",Green
40480,Cicero-Lake,2/1/2025,670.9,471,381.3,"16,826",Green
40030,Pulaski-Lake,2/1/2025,842,608.8,479.8,"21,193",Green
41670,Conservatory,2/1/2025,447.1,439,346.5,"12,084",Green
41070,Kedzie-Lake,2/1/2025,683.9,393,304.5,"16,468",Green
41360,California-Lake,2/1/2025,690.7,360,314.3,"16,511",Green
41710,Damen-Lake,2/1/2025,780.4,800,369.5,"20,286",Green
40170,Ashland-Lake,2/1/2025,"1,554.70",970,658.8,"37,608","Green, Pink"
41510,Morgan-Lake,2/1/2025,"3,123.70","2,809.80","2,097","82,101",Green
41160,Clinton-Lake,2/1/2025,"2,616.60","1,118.50",842.3,"60,175","Green, Pink"
41690,Cermak-McCormick Place,2/1/2025,"1,250.20","1,224",997,"33,888",Green
41120,35-Bronzeville-IIT,2/1/2025,"1,214",734,506.8,"29,242",Green
40300,Indiana,2/1/2025,464.1,273.3,239.8,"11,334",Green
41270,43rd,2/1/2025,574,338.8,293.3,"14,007",Green
41080,47th-South Elevated,2/1/2025,618.9,471.5,338.5,"15,618",Green
40130,51st,2/1/2025,558.7,399,342.3,"14,138",Green
40510,Garfield-South Elevated,2/1/2025,752.4,527.8,421.5,"18,844",Green
41140,King Drive,2/1/2025,304.3,219,177.3,"7,671",Green
40720,East 63rd-Cottage Grove,2/1/2025,627.1,463.3,383,"15,926",Green
40940,Halsted/63rd,2/1/2025,327.1,224,184.5,"8,176",Green
40290,Ashland/63rd,2/1/2025,637.3,426.5,380.5,"15,973",Green
41290,Kimball,2/1/2025,"2,402.80","1,720.80","1,309.50","60,176",Brown
41180,Kedzie-Brown,2/1/2025,"1,173",914.5,683,"29,849",Brown
40870,Francisco,2/1/2025,850.6,499.5,402.3,"20,619",Brown
41010,Rockwell,2/1/2025,910.7,573.3,397.5,"22,097",Brown
41480,Western-Brown,2/1/2025,"1,939.20","1,393",991.8,"48,322",Brown
40090,Damen-Brown,2/1/2025,"1,454.20",905.5,650.3,"35,306",Brown
41500,Montrose-Brown,2/1/2025,"1,274.30",962,657.8,"31,965",Brown
41460,Irving Park-Brown,2/1/2025,"1,553.50",921.8,613,"37,209",Brown
41440,Addison-Brown,2/1/2025,"1,198.60",683.5,528.3,"28,818",Brown
41310,Paulina,2/1/2025,"1,528.20","1,023.80",694.3,"37,435",Brown
40360,Southport,2/1/2025,"1,915.50","1,653.50","1,109.30","49,361",Brown
41210,Wellington,2/1/2025,"1,802.40",845.3,529.3,"41,546",Brown
40530,Diversey,2/1/2025,"3,022.10","1,686.50","1,134","71,723",Brown
40660,Armitage,2/1/2025,"2,607.40","1,634","1,118.30","63,156",Brown
40800,Sedgwick,2/1/2025,"2,283.40","1,443.30","1,000.50","55,443",Brown
40710,Chicago/Franklin,2/1/2025,"3,718.80","2,149.30","1,547.30","89,162",Brown
40460,Merchandise Mart,2/1/2025,"4,002.10","1,399.50",907.3,"89,269","Brown, Purple"
40930,Midway Airport,2/1/2025,"4,371.90","2,087.80","1,707","102,616",Orange
40960,Pulaski-Orange,2/1/2025,"3,022.70","1,238.50",919.5,"69,086",Orange
41150,Kedzie-Midway,2/1/2025,"2,104.40","1,068.30",771,"49,445",Orange
40310,Western-Orange,2/1/2025,"2,295.80","1,130",846.8,"53,823",Orange
40120,35th/Archer,2/1/2025,"1,634.60",786,584,"38,171",Orange
41060,Ashland-Orange,2/1/2025,"1,081.70",627.5,447.5,"25,934",Orange
41130,Halsted-Orange,2/1/2025,"1,673.40",743.3,602,"38,849",Orange
40730,Washington/Wells,2/1/2025,"4,724.50",794.5,542.8,"99,838",Orange
40040,Quincy/Wells,2/1/2025,"4,764.60","1,061.30",816.5,"102,802",Orange
40160,LaSalle/Van Buren,2/1/2025,"1,805.60",427,305,"39,040",Orange
40850,Library,2/1/2025,"2,308.30","1,190.30",839.5,"54,284","Orange, Brown, Pink, Purple"
40680,Adams/Wabash,2/1/2025,"4,455.80","1,986.80","1,304.80","102,281",Orange
41700,Washington/Wabash,2/1/2025,"5,446.20","3,408.80","2,398.80","132,154","Orange, Brown, Purple, Pink"
40260,State/Lake,2/1/2025,"6,676.80","4,741.50","3,398.80","166,096",Orange
40380,Clark/Lake,2/1/2025,"8,749.70","3,945.50","3,134.80","203,314","Orange, Blue, Brown, Green, Purple, Pink"
40900,Howard,3/1/2025,"3,088.60","2,401.40","1,798.40","85,860","Red, Purple, Yellow"
41190,Jarvis,3/1/2025,937.4,844.4,572.4,"26,770",Red
40100,Morse,3/1/2025,"2,414.60","2,069.40","1,484.20","68,475",Red
41300,Loyola,3/1/2025,"3,119.80","3,131.60","1,837.80","90,362",Red
40760,Granville,3/1/2025,"2,187.60","2,251.80","1,383.20","64,114",Red
40880,Thorndale,3/1/2025,"1,689.70","1,374.40",963.6,"47,173",Red
41380,Bryn Mawr,3/1/2025,"1,500.60","1,214.20",800.2,"41,584",Red
40340,Berwyn,3/1/2025,0,0,0,0,Red
41200,Argyle,3/1/2025,"2,551.10","2,388.80","1,598","73,508",Red
40770,Lawrence,3/1/2025,0,0,0,0,Red
40540,Wilson,3/1/2025,"5,160.50","4,088.20","2,800","142,811","Red, Purple"
40080,Sheridan,3/1/2025,"2,306.70","2,130.80","1,275.20","65,471",Red
41420,Addison-North Main,3/1/2025,"3,682.30","5,510.80","2,713.40","118,449",Red
41320,Belmont-North Main,3/1/2025,"6,604.20","7,262.60","4,207","196,036","Red, Purple, Brown"
41220,Fullerton,3/1/2025,"7,599.50","6,811.40","3,884.80","213,071","Red, Purple, Brown"
40650,North/Clybourn,3/1/2025,"2,875","3,017.20","2,007","85,495",Red
40630,Clark/Division,3/1/2025,"4,441.20","4,976.80","2,985.20","133,075",Red
41450,Chicago/State,3/1/2025,"6,756.80","6,689.60","4,373.40","197,207",Red
40330,Grand/State,3/1/2025,"5,124.30","9,552.80","4,567.20","178,211",Red
41660,Lake/State,3/1/2025,"9,292.10","9,846.60","5,139.60","270,065",Red
41090,Monroe/State,3/1/2025,"3,722.60","2,743","1,659.20","100,185",Red
40560,Jackson/State,3/1/2025,"4,046.20","2,760.80","1,991.60","108,733",Red
41490,Harrison,3/1/2025,"2,087.80","2,369","1,585","63,614",Red
41400,Roosevelt,3/1/2025,"6,351.10","7,022.20","4,443.20","190,700","Red, Orange, Green"
41000,Cermak-Chinatown,3/1/2025,"3,811.50","5,645.60","3,716.60","126,852",Red
40190,Sox-35th-Dan Ryan,3/1/2025,"2,544.20","2,434.60","1,509.20","73,148",Red
41230,47th-Dan Ryan,3/1/2025,"1,790.20","1,420.40","1,043","49,912",Red
41170,Garfield-Dan Ryan,3/1/2025,"2,098.10","1,675.80","1,105.40","57,967",Red
40910,63rd-Dan Ryan,3/1/2025,"1,640.10","1,188.40","1,028.40","45,526",Red
40990,69th,3/1/2025,"2,478.40","1,953.60","1,484","69,234",Red
40240,79th,3/1/2025,"3,703.70","2,736.80","2,263.80","102,780",Red
41430,87th,3/1/2025,"2,050.40","1,454.60","1,160","56,132",Red
40450,95th/Dan Ryan,3/1/2025,"5,456.30","3,454.80","2,861","146,162",Red
41050,Linden,3/1/2025,410.2,293.6,166.6,"10,915",Purple
41250,Central-Evanston,3/1/2025,419,241.2,179.4,"10,903",Purple
40400,Noyes,3/1/2025,480.4,408.8,216,"13,213",Purple
40520,Foster,3/1/2025,368.6,443,202.8,"10,969",Purple
40050,Davis,3/1/2025,"1,735.90","1,409",949.8,"48,247",Purple
40690,Dempster,3/1/2025,420.2,410.8,302.4,"12,391",Purple
40270,Main,3/1/2025,590.1,509,308.4,"16,479",Purple
40840,South Boulevard,3/1/2025,365.7,244,174,"9,769",Purple
40140,Dempster-Skokie,3/1/2025,708.9,490.2,297.4,"18,825",Yellow
41680,Oakton-Skokie,3/1/2025,434.8,244.8,161.6,"11,163",Yellow
40890,O'Hare Airport,3/1/2025,"8,203.20","7,087.40","7,219.20","243,801",Blue
40820,Rosemont,3/1/2025,"3,554.10","2,853.40","1,879.40","98,301",Blue
40230,Cumberland,3/1/2025,"2,060.90","1,456",801.6,"54,567",Blue
40750,Harlem-O'Hare,3/1/2025,"1,480.10","1,068.80",564,"39,247",Blue
41280,Jefferson Park,3/1/2025,"4,307.60","2,969.80","2,065.40","115,636",Blue
41330,Montrose-O'Hare,3/1/2025,"1,577.80","1,032.40",647.4,"41,533",Blue
40550,Irving Park-O'Hare,3/1/2025,"2,545","1,778","1,247","68,571",Blue
41240,Addison-O'Hare,3/1/2025,"1,726.40","1,077.20",706.6,"45,173",Blue
40060,Belmont-O'Hare,3/1/2025,"3,298.60","2,307.40","1,567.20","88,644",Blue
41020,Logan Square,3/1/2025,"4,340.90","3,432.40","2,107","118,855",Blue
40570,California/Milwaukee,3/1/2025,"3,253.50","2,719.40","1,624.40","90,042",Blue
40670,Western/Milwaukee,3/1/2025,"3,274.30","2,552.60","1,542.60","89,236",Blue
40590,Damen/Milwaukee,3/1/2025,"3,869.50","4,227","2,494.40","114,866",Blue
40320,Division/Milwaukee,3/1/2025,"3,728.50","3,169.60","1,952.40","103,908",Blue
41410,Chicago/Milwaukee,3/1/2025,"2,599.10","2,065.60","1,347.40","71,646",Blue
40490,Grand/Milwaukee,3/1/2025,"2,184.50","1,981.20","1,360.40","62,582",Blue
40370,Washington/Dearborn,3/1/2025,"6,947.40","5,394.60","3,336.20","189,550",Blue
40790,Monroe/Dearborn,3/1/2025,"3,865.20","1,439","1,057.80","93,654",Blue
40070,Jackson/Dearborn,3/1/2025,"4,000","2,544.20","1,861","106,025",Blue
41340,LaSalle,3/1/2025,"1,748.90","1,011.80",719,"45,380",Blue
40430,Clinton-Forest Park,3/1/2025,"2,084.40","1,017.40",904.2,"53,380",Blue
40350,UIC-Halsted,3/1/2025,"3,936.90","1,930","1,090.20","97,776",Blue
40470,Racine,3/1/2025,715.8,461.6,244,"18,560",Blue
40810,Medical Center,3/1/2025,"1,398.90",637.2,465.8,"34,891",Blue
40220,Western-Forest Park,3/1/2025,565.9,424.8,277.4,"15,394",Blue
40250,Kedzie-Homan-Forest Park,3/1/2025,820.2,533.2,464.4,"22,213",Blue
40920,Pulaski-Forest Park,3/1/2025,629.6,481.8,392,"17,590",Blue
40970,Cicero-Forest Park,3/1/2025,553.9,363.4,239.6,"14,646",Blue
40010,Austin-Forest Park,3/1/2025,647.7,364.2,230,"16,573",Blue
40180,Oak Park-Forest Park,3/1/2025,582,284,177.2,"14,528",Blue
40980,Harlem-Forest Park,3/1/2025,377.2,229.8,143.2,"9,786",Blue
40390,Forest Park,3/1/2025,"1,149.40",737,490.4,"30,274",Blue
41030,Polk,3/1/2025,"2,388",752.6,480,"56,310",Pink
40830,18th,3/1/2025,"1,323.20","1,283",787.6,"38,141",Pink
40210,Damen-Cermak,3/1/2025,"1,150.60",861.8,586.4,"31,403",Pink
40740,Western-Cermak,3/1/2025,816.8,613.4,415.4,"22,296",Pink
40440,California-Cermak,3/1/2025,986.1,683.4,497,"26,610",Pink
41040,Kedzie-Cermak,3/1/2025,779.3,579.4,400.8,"21,266",Pink
40780,Central Park,3/1/2025,732.8,467,339.6,"19,421",Pink
40150,Pulaski-Cermak,3/1/2025,705.5,495.8,380.8,"19,198",Pink
40600,Kostner,3/1/2025,300.7,200.2,130.8,"7,970",Pink
40420,Cicero-Cermak,3/1/2025,801.3,673,463.2,"22,508",Pink
40580,54th/Cermak,3/1/2025,"1,547.20","1,093.20",650,"41,208",Pink
40020,Harlem-Lake,3/1/2025,"2,115.10","1,742","1,047.20","58,364",Green
41350,Oak Park-Lake,3/1/2025,795.1,595.2,340,"21,374",Green
40610,Ridgeland,3/1/2025,715.9,429.4,219.8,"18,279",Green
41260,Austin-Lake,3/1/2025,979.2,632.8,428,"25,868",Green
40280,Central-Lake,3/1/2025,"1,194.70",852.8,585.6,"32,281",Green
40700,Laramie,3/1/2025,621.7,376.8,315.6,"16,517",Green
40480,Cicero-Lake,3/1/2025,736.5,522.8,393.4,"20,047",Green
40030,Pulaski-Lake,3/1/2025,912.5,636.6,454,"24,616",Green
41670,Conservatory,3/1/2025,542.1,576,421.4,"16,372",Green
41070,Kedzie-Lake,3/1/2025,744.6,475.8,329.4,"19,662",Green
41360,California-Lake,3/1/2025,748.9,433.4,315.2,"19,470",Green
41710,Damen-Lake,3/1/2025,955,751.4,496.4,"26,295",Green
40170,Ashland-Lake,3/1/2025,"1,702.90","1,371.80",753,"46,384","Green, Pink"
41510,Morgan-Lake,3/1/2025,"3,656.60","4,092.20","2,409.20","109,295",Green
41160,Clinton-Lake,3/1/2025,"2,770.50","1,482.40",928.6,"70,235","Green, Pink"
41690,Cermak-McCormick Place,3/1/2025,"1,453","1,081.80",767,"39,758",Green
41120,35-Bronzeville-IIT,3/1/2025,"1,205.50",885.2,495.8,"32,221",Green
40300,Indiana,3/1/2025,504,315.2,238.2,"13,350",Green
41270,43rd,3/1/2025,633.9,391.4,294.4,"16,740",Green
41080,47th-South Elevated,3/1/2025,660.7,490.4,336.6,"18,010",Green
40130,51st,3/1/2025,602.5,424.4,327,"16,410",Green
40510,Garfield-South Elevated,3/1/2025,806.3,562.8,431,"21,902",Green
41140,King Drive,3/1/2025,329,242.2,187.2,"9,057",Green
40720,East 63rd-Cottage Grove,3/1/2025,689.6,521,394.6,"19,059",Green
40940,Halsted/63rd,3/1/2025,360.1,241.6,173.6,"9,638",Green
40290,Ashland/63rd,3/1/2025,694,484.8,388.2,"18,939",Green
41290,Kimball,3/1/2025,"2,511.40","2,001.20","1,382","69,655",Brown
41180,Kedzie-Brown,3/1/2025,"1,246.70","1,064.20",737.6,"35,190",Brown
40870,Francisco,3/1/2025,897.8,602.8,403.6,"23,886",Brown
41010,Rockwell,3/1/2025,954.7,694,418.2,"25,610",Brown
41480,Western-Brown,3/1/2025,"1,997.80","1,681","1,029.20","55,505",Brown
40090,Damen-Brown,3/1/2025,"1,547.60","1,172.60",703.4,"41,880",Brown
41500,Montrose-Brown,3/1/2025,"1,328.50","1,175.60",683.6,"37,194",Brown
41460,Irving Park-Brown,3/1/2025,"1,617.20","1,237.20",649.2,"43,394",Brown
41440,Addison-Brown,3/1/2025,"1,222",880.6,565,"32,889",Brown
41310,Paulina,3/1/2025,"1,603.70","1,373.60",725,"44,171",Brown
40360,Southport,3/1/2025,"2,016.10","2,255.60","1,175.60","59,495",Brown
41210,Wellington,3/1/2025,"1,855.10","1,312.80",640,"48,722",Brown
40530,Diversey,3/1/2025,"3,188.30","2,515.20","1,268.60","85,873",Brown
40660,Armitage,3/1/2025,"2,716.50","2,390.60","1,204.20","75,021",Brown
40800,Sedgwick,3/1/2025,"2,452.30","2,273","1,123.60","68,482",Brown
40710,Chicago/Franklin,3/1/2025,"3,984.30","3,685.40","1,658","110,387",Brown
40460,Merchandise Mart,3/1/2025,"4,463.30","2,472.80","1,085.40","111,521","Brown, Purple"
40930,Midway Airport,3/1/2025,"5,010.90","3,104.20","2,044.60","130,972",Orange
40960,Pulaski-Orange,3/1/2025,"3,177.30","1,669.80","1,032.40","80,234",Orange
41150,Kedzie-Midway,3/1/2025,"2,247.30","1,313",870.8,"58,112",Orange
40310,Western-Orange,3/1/2025,"2,423.30","1,466.60",952,"62,982",Orange
40120,35th/Archer,3/1/2025,"1,766.20","1,082",688.2,"45,941",Orange
41060,Ashland-Orange,3/1/2025,"1,154.10",762,509.6,"30,595",Orange
41130,Halsted-Orange,3/1/2025,"1,738.90","1,009",667.4,"44,899",Orange
40730,Washington/Wells,3/1/2025,"5,071.10","1,336.60",702.6,"116,689",Orange
40040,Quincy/Wells,3/1/2025,"5,100.60","1,470.60",981.8,"119,375",Orange
40160,LaSalle/Van Buren,3/1/2025,"1,907",675.2,362.4,"45,234",Orange
40850,Library,3/1/2025,"2,380.30","1,705.60","1,195.40","64,492","Orange, Brown, Pink, Purple"
40680,Adams/Wabash,3/1/2025,"4,560.90","3,000.60","2,049.20","121,027",Orange
41700,Washington/Wabash,3/1/2025,"6,679.90","5,681","3,180.80","184,587","Orange, Brown, Purple, Pink"
40260,State/Lake,3/1/2025,"7,689","8,243.40","4,167.40","223,522",Orange
40380,Clark/Lake,3/1/2025,"9,724.90","8,762.40","3,749.40","266,782","Orange, Blue, Brown, Green, Purple, Pink"
40900,Howard,4/1/2025,"3,231.90","2,563.50","1,990","89,315","Red, Purple, Yellow"
41190,Jarvis,4/1/2025,"1,002.50",906,662.5,"28,330",Red
40100,Morse,4/1/2025,"2,572.80","2,210.50","1,650","72,044",Red
41300,Loyola,4/1/2025,"3,315","2,991.30","2,039.30","93,053",Red
40760,Granville,4/1/2025,"2,343.10","2,168.30","1,530.50","66,344",Red
40880,Thorndale,4/1/2025,"1,837.40","1,502.30","1,110.80","50,874",Red
41380,Bryn Mawr,4/1/2025,"1,628.50","1,302.30",921.8,"44,724",Red
40340,Berwyn,4/1/2025,0,0,0,0,Red
41200,Argyle,4/1/2025,"2,727.50","2,536.50","1,806.80","77,378",Red
40770,Lawrence,4/1/2025,0,0,0,0,Red
40540,Wilson,4/1/2025,"5,570.30","4,417.80","3,010.50","152,260","Red, Purple"
